心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-14 22:09:55.356172
76.63,2,1,-4,1,2025-07-14 22:09:56.466768
81.08,1,1,-4,0,2025-07-14 22:09:57.517642
81.19,None,None,None,None,2025-07-14 22:09:58.565376
81.08,1,1,-3,1,2025-07-14 22:09:59.642151
81.08,2,1,0,0,2025-07-14 22:10:00.692109
81.08,3,2,-3,1,2025-07-14 22:10:01.732438
81.08,1,2,-5,1,2025-07-14 22:10:02.814074
81.19,1,2,-5,1,2025-07-14 22:10:03.862203
83.33,3,0,-1,2,2025-07-14 22:10:04.904692
78.84,3,-1,-3,0,2025-07-14 22:10:05.980023
78.84,3,1,-1,2,2025-07-14 22:10:07.018296
83.33,None,None,None,None,2025-07-14 22:10:08.198740
83.1,None,None,None,None,2025-07-14 22:10:09.287271
70.01,None,None,None,None,2025-07-14 22:10:10.522701
0,None,None,None,None,2025-07-14 22:10:12.540323
0,2,1,-4,1,2025-07-14 22:10:14.543180
0,None,None,None,None,2025-07-14 22:10:16.554537
0,4,1,2,0,2025-07-14 22:10:18.565575
0,None,None,None,None,2025-07-14 22:10:20.573359
0,-1,0,-2,0,2025-07-14 22:10:22.589728
0,1,1,-2,0,2025-07-14 22:10:24.596087
0,None,None,None,None,2025-07-14 22:10:26.606940
0,-7,0,10,0,2025-07-14 22:10:28.623572
0,None,None,None,None,2025-07-14 22:10:30.628765
0,3,1,-4,0,2025-07-14 22:10:32.639118
0,1,1,-2,2,2025-07-14 22:10:34.648924
0,-3,0,9,1,2025-07-14 22:10:36.651316
0,-3,0,9,1,2025-07-14 22:10:38.655394
0,4,1,-4,2,2025-07-14 22:10:40.670805
0,1,1,-3,1,2025-07-14 22:10:42.679332
0,1,-1,-6,0,2025-07-14 22:10:44.686399
0,1,1,-9,1,2025-07-14 22:10:46.700125
0,None,None,None,None,2025-07-14 22:10:48.706978
0,None,None,None,None,2025-07-14 22:10:50.713791
0,None,None,None,None,2025-07-14 22:10:52.723271
0,-3,1,-5,2,2025-07-14 22:10:54.734013
